_r(arcmin),_RAJ2000 (deg),_DEJ2000 (deg),Source,RA_ICRS (deg),DE_ICRS (deg),rest (pc),b_rest (pc),B_rest (pc),rlen (pc)
0.0044,288.7184555,42.50227785,2.10233E+18,288.7184555,42.50227785,432.4607413,427.5704935,437.4620978,902.4627259
